kepid_x,kepoi_name,koi_tce_plnt_num,koi_pdisposition,koi_score,koi_period,koi_max_mult_ev,koi_prad,koi_prad_err1,koi_prad_err2,koi_ror,koi_ror_err1,koi_ror_err2,radius,radius_err1,radius_err2,teff,corrected_prad,corrected_prad_err1,corrected_prad_err2,rowid,kepid_y,fpp_koi_period,fpp_prob,fpEffectiveness,obsFpRate,reliability,fpp_prob_use,totalReliability
9579641,K00115.03,3,CANDIDATE,0.871,3.43591631,7.4337807,0.55,0.08,-0.07,0.004612,0.000197,-0.0005650000000000001,1.036,0.045,-0.042,5779,0.5229166974578404,0.031856115876833624,-0.06747728722289187,103,9579641,3.436,0.04,0.8236728775880967,0.08446582031292448,0.9802498319060576,0.04,0.9410398386298153
9579641,K00115.01,1,CANDIDATE,1.0,5.412203927,163.47614,2.94,0.43,-0.38,0.024775,6e-05,-0.001886,1.036,0.045,-0.042,5779,2.80903321325195,0.122203492213546,-0.242271098692636,101,9579641,5.412,7.1e-06,0.999375167613531,5.364446536442726e-17,1.0,7.1e-06,0.9999929
9579641,K00115.02,2,CANDIDATE,1.0,7.12594387,39.793564,1.79,0.26,-0.23,0.015119999999999996,0.000323,-0.002193,1.036,0.045,-0.042,5779,1.7143322778756602,0.08298262831470148,-0.25817664781460364,102,9579641,7.126,5.1e-05,0.9993750339298091,6.973910198826578e-05,0.99999995638513,5.1e-05,0.9999489563873543
5456651,K00835.01,1,CANDIDATE,1.0,11.76307164,39.560696,2.35,0.17,-0.08,0.028519,0.001069,-0.000443,0.769,0.038,-0.036000000000000004,4959,2.400181525720488,0.14886658095479272,-0.11838624957328094,973,5456651,11.763,4e-05,0.9993750251358627,8.303085157130636e-05,0.9999999480710415,4e-05,0.9999599480731186
5456651,K00835.02,2,CANDIDATE,0.878,56.22792710000001,16.481398000000002,2.37,0.17,-0.09,0.028683,0.005581,-0.002562,0.769,0.038,-0.036000000000000004,4959,2.4139838950257992,0.48461186380060506,-0.24343961350364815,1007,5456651,56.228,0.00072,0.9968336280619688,0.04607496577289637,0.9998465771583022,0.00072,0.9991266876227481
7907423,K00899.03,3,CANDIDATE,0.998,15.36845737,24.263742,1.11,0.12,-0.16,0.02471,0.000906,-0.0006,0.512,0.013999999999999999,-0.013999999999999999,3561,1.384605849484017,0.06333003383855229,-0.05063342928031436,679,7907423,15.368,0.00055,0.999258666791476,0.002851321974519683,0.9999978786033696,0.00055,0.9994478797701377
7907423,K00899.01,1,CANDIDATE,0.9990000000000001,7.11373257,35.776676,1.16,0.13,-0.17,0.025862,0.000573,-0.000797,0.512,0.013999999999999999,-0.013999999999999999,3561,1.449157283664737,0.05100069401090419,-0.059704466917266025,677,7907423,7.114,0.00068,0.9993743834493708,0.0001722209705802573,0.999999892169691,0.00068,0.9993198922430155
7907423,K00899.02,2,CANDIDATE,0.9990000000000001,3.306551643,30.518122,0.91,0.1,-0.13,0.020275,0.000698,-0.00044,0.512,0.013999999999999999,-0.013999999999999999,3561,1.1360940347344577,0.04994776119555001,-0.039659938455529446,678,7907423,3.307,0.00067,0.9993669636276125,0.0005089050657988732,0.9999996774763841,0.00067,0.9993296776924749
7938496,K00900.01,1,CANDIDATE,1.0,13.81020318,40.226162,4.56,1.33,-0.88,0.036595,0.0001,-0.003401,1.097,0.09699999999999999,-0.087,5942,4.393512179949031,0.38867287158145686,-0.5367780272720292,680,7938496,13.81,0.046,0.9993750631368177,7.543388070716928e-05,0.9999999528255499,0.046,0.9539999549955746
8013419,K00901.01,1,CANDIDATE,1.0,12.732624065,209.49731,4.87,0.97,-0.96,0.08251900000000001,0.000927,-0.001852,0.687,0.021,-0.021,3950,6.204319425198214,0.2020533699396651,-0.2352808356439783,681,8013419,12.733,0.06,0.999375167613531,2.0557705815436832e-21,1.0,0.06,0.94
8018547,K00902.01,1,CANDIDATE,0.966,83.92494032,121.1208,4.78,0.34,-0.47,0.086015,0.000594,-0.001349,0.706,0.021,-0.021,3960,6.646030811571859,0.20294427934883286,-0.22348199378022454,682,8018547,83.925,0.0052,0.999375167613531,5.869460175109604e-12,0.9999999999999963,0.0052,0.9947999999999964
8150320,K00904.01,1,CANDIDATE,1.0,2.211116989,32.73535,1.85,0.13,-0.05,0.026289,0.002509,-0.002111,0.6759999999999999,0.034,-0.032,4500,1.9449310871507675,0.2098210733881385,-0.18129498550818665,684,8150320,2.211,0.0001,0.999372049171911,0.0003001897379353669,0.99999981132052,0.0001,0.9998998113393879
8150320,K00904.02,3,CANDIDATE,0.997,27.9541337,15.262756,1.9,0.13,-0.06,0.026973,0.001433,-0.0006940000000000001,0.6759999999999999,0.034,-0.032,4500,1.9955352510067954,0.14599045736379432,-0.10751512869051259,685,8150320,27.954,0.019,0.9938828270062786,0.02932099072398266,0.9998140832245946,0.019,0.9808176156433274
8150320,K00904.03,5,CANDIDATE,1.0,42.1406089,13.00283,1.85,0.13,-0.05,0.026274,0.001477,-0.000608,0.6759999999999999,0.034,-0.032,4500,1.9438213467153282,0.146624312420845,-0.10242134851587632,719,8150320,42.141,0.00083,0.9862818023195693,0.06797569426436283,0.9989855691447875,0.00083,0.9981564111223974
8150320,K00904.04,2,CANDIDATE,1.0,4.617490562,18.39992,1.62,0.11,-0.05,0.023024,0.002805,-0.001614,0.6759999999999999,0.034,-0.032,4500,1.7033775857034983,0.22451056095051536,-0.14408334310527623,720,8150320,4.617,1.0,0.9976913418729905,0.008003590951957953,0.9999813302626933,1.0,0.0
8150320,K00904.05,4,CANDIDATE,0.996,10.19849255,14.958939,1.75,0.11,-0.06,0.024778,0.005158,-0.002447,0.6759999999999999,0.034,-0.032,4500,1.8331432339541909,0.39258299059363344,-0.20075852403978436,721,8150320,10.198,1.0,0.992102614285944,0.0198717280926084,0.9998386089395815,1.0,0.0
6362874,K01128.01,1,CANDIDATE,1.0,0.974868896,24.318182,1.16,0.12,-0.06,0.012716,0.000388,-0.000161,0.8420000000000001,0.036000000000000004,-0.034,5487,1.1717799601057137,0.06154965140900326,-0.04958795833264916,1793,6362874,0.975,0.00027,0.9992468522959738,0.001930303856179249,0.9999985422864983,0.00027,0.9997285426800809
6272413,K01129.01,1,CANDIDATE,1.0,4.89721006,13.62336,1.48,0.18,-0.18,0.015988,0.00521,-0.001186,0.785,0.061,-0.055,5093,1.3735587883840923,0.4601508987651672,-0.14015475072611855,1794,6272413,4.897,0.0028,0.9857719512018285,0.023265704097324813,0.9996561977993437,0.0028,0.9968571604455054
3660924,K01214.01,1,CANDIDATE,1.0,4.24153629,14.714512,1.44,0.39,-0.28,0.012577,0.000571,-0.000505,1.2209999999999999,0.107,-0.09699999999999999,5776,1.6806457457997732,0.16587171796605846,-0.14960049771456063,1523,3660924,4.242,0.001,0.9908721973972779,0.017984739084850244,0.9998312924566952,0.001,0.9988314611642385
10538176,K01301.01,1,CANDIDATE,1.0,12.69905011,25.154327,2.62,0.22,-0.17,0.027241,0.00624,-0.001791,0.774,0.051,-0.048,5291,2.307530566291216,0.5500116066046409,-0.208554339663708,1356,10538176,12.699,0.00075,0.999294681664222,0.0021764547430686595,0.9999984604723567,0.00075,0.9992484616270024
10538176,K01301.02,2,CANDIDATE,1.0,37.5142128,24.432262,2.68,0.22,-0.18,0.027815,0.0006490000000000001,-0.001083,0.774,0.051,-0.048,5291,2.3561529569909387,0.1646966536743727,-0.17252963236919946,1357,10538176,37.514,0.00013,0.9992853135520664,0.004906378800687353,0.9999964736681867,0.00013,0.9998664741266099
10724369,K01302.01,1,CANDIDATE,1.0,55.6391882,38.47574,3.13,0.97,-0.32,0.029803,0.002837,-0.003148,0.991,0.077,-0.07,5949,3.2323404190945126,0.39717890115074217,-0.4107293365054486,1358,10724369,55.639,0.0012,0.9993750085288381,0.0003362652765918738,0.9999997896348994,0.0012,0.9987997898873375
10744335,K01304.01,1,CANDIDATE,0.9840000000000001,4.59726613,14.917146,1.69,0.53,-0.17,0.016166999999999997,0.000745,-0.000763,0.9520000000000001,0.095,-0.085,5999,1.6844178783035486,0.18514453018397625,-0.1701120098378695,1360,10744335,4.597,0.00016,0.9916154560564095,0.017355529138400442,0.9998506594996418,0.00016,0.9996906833941218
10730034,K01305.01,1,CANDIDATE,1.0,2.633852528,20.749485,1.38,0.07,-0.12,0.014432,0.0006349999999999999,-0.000588,0.8590000000000001,0.042,-0.04,5113,1.3567603387868112,0.08924328316575325,-0.08394769245593955,1361,10730034,2.634,1.1e-05,0.9987661981562573,0.004491793095718803,0.9999944261345914,1.1e-05,0.999983426195904
10730034,K01305.02,2,CANDIDATE,0.978,6.18670882,11.189779,1.21,0.06,-0.1,0.01265,0.000839,-0.0004730000000000001,0.8590000000000001,0.042,-0.04,5113,1.18923352866222,0.09799108949078511,-0.07102105185660279,1362,10730034,6.187,0.00028,0.9610592517750608,0.04086880948697369,0.9982734939652791,0.00028,0.9979939773869688
10973814,K01307.02,2,CANDIDATE,1.0,20.34237838,23.735342000000006,2.88,0.44,-0.36,0.024633,0.005401,-0.003071,0.922,0.044000000000000004,-0.042,5514,2.48560253715706,0.5577495335536625,-0.3299185605840311,1401,10973814,20.342,0.11,0.9992341459664594,0.0036576843363528024,0.9999971863091098,0.11,0.8899974958151078
10973814,K01307.01,1,CANDIDATE,0.9990000000000001,44.8520997,27.30246,3.35,0.51,-0.42,0.028610000000000007,0.002579,-0.0033490000000000004,0.922,0.044000000000000004,-0.042,5514,2.886903283727662,0.29445334719477795,-0.3626187720547153,1400,10973814,44.852,0.049,0.9993512947099995,0.0031242890847648346,0.9999979655854317,0.049,0.9509980652717456
4164994,K01320.01,1,CANDIDATE,1.0,10.50682978,336.95108,9.01,1.2,-0.7,0.105491,0.003215,-0.001652,0.809,0.071,-0.064,5127,9.340010973807578,0.8677219727145344,-0.7532261624036536,1449,4164994,10.507,0.0031,0.999375167613531,6.673767136830761e-34,1.0,0.0031,0.9969
4072526,K01329.01,1,CANDIDATE,0.995,33.1996355,30.042027,2.85,0.15,-0.25,0.029607,0.001337,-0.000679,0.768,0.036000000000000004,-0.034,5103,2.4885082184747045,0.16197363797781392,-0.12407314399675204,1492,4072526,33.2,0.00018,0.9993672912261078,0.0012431296494560425,0.9999992119833917,0.00018,0.9998192121252347
10271806,K00733.01,1,CANDIDATE,1.0,5.924993927,58.546432,3.15,0.21,-0.14,0.042444,0.003876,-0.00562,0.705,0.036000000000000004,-0.034,5016,3.274830891958218,0.34263742009356085,-0.4614861226391357,1139,10271806,5.925,6.2e-06,0.9993751675785599,9.908716191937253e-07,0.9999999993804836,6.2e-06,0.9999937993804875
10271806,K00733.02,2,CANDIDATE,1.0,11.34934848,36.493874,2.39,0.17,-0.1,0.03229,0.000367,-0.001288,0.705,0.036000000000000004,-0.034,5016,2.4913836938396674,0.13033282598788035,-0.1559242392057907,1140,10271806,11.349,2.8e-06,0.9993746157608668,0.0001638200021056535,0.9999998974686449,2.8e-06,0.9999970974689321
10271806,K00733.03,3,CANDIDATE,1.0,3.13295351,20.515207,1.39,0.09,-0.06,0.018691,0.000842,-0.000492,0.705,0.036000000000000004,-0.034,5016,1.4421323202712057,0.09820142582608449,-0.07923503443017195,1141,10271806,3.133,2.9e-05,0.9987028709127252,0.00479620829107001,0.9999937405970044,2.9e-05,0.9999647407785272
10271806,K00733.04,4,CANDIDATE,1.0,18.64349986,14.95795,2.14,0.14,-0.09,0.028845,0.005347,-0.003312,0.705,0.036000000000000004,-0.034,5016,2.2255795183897558,0.4279227589834266,-0.2771682734200897,1142,10271806,18.643,0.0015,0.992593040668653,0.02469850852555997,0.99981102664477,0.0015,0.9983113101048029
10358759,K00738.02,2,CANDIDATE,1.0,13.28689997,28.055307,2.78,0.22,-0.13,0.029278,0.000786,-0.000482,0.748,0.043,-0.04,5730,2.3967705513465893,0.1520660843153117,-0.13410572510926103,1183,10358759,13.287,0.00045,0.9993528444959863,0.0011514545567915704,0.9999992534877177,0.00045,0.9995492538236482
10358759,K00738.01,1,CANDIDATE,1.0,10.3392408,38.329365,2.98,0.23,-0.15,0.031329,0.0008029999999999999,-0.000429,0.748,0.043,-0.04,5730,2.564670558205387,0.16142500564579598,-0.14157317054816979,1182,10358759,10.339,0.00072,0.9993749196226461,0.00010552690918584153,0.999999933988976,0.00072,0.999279934036504
10386984,K00739.01,1,CANDIDATE,0.9990000000000001,1.287076693,50.901573,1.39,0.08,-0.12,0.024255,0.000778,-0.000257,0.674,0.02,-0.02,3736,1.7891412595960232,0.0781791843834547,-0.05637333886721126,1184,10386984,1.287,4.7e-06,0.9993751665597163,4.904189304803904e-06,0.9999999969337676,4.7e-06,0.9999952969337821
10395381,K00740.01,1,CANDIDATE,1.0,17.671771399999994,30.951159000000004,2.44,0.27,-0.17,0.032562,0.001883,-0.005142,0.7829999999999999,0.06,-0.055,4869,2.7903346341240876,0.26787210388067473,-0.48225914756779603,1185,10395381,17.672,8.7e-06,0.9993691567366245,0.0006735961339461085,0.9999995745115736,8.7e-06,0.9999908745152754
10601284,K00749.01,1,CANDIDATE,1.0,5.349553819,48.504196,2.55,0.16,-0.24,0.025706,0.0008449999999999999,-0.000453,0.88,0.049,-0.046,5190,2.475714903095897,0.16008160444443023,-0.13656850051448605,1229,10601284,5.35,1.2e-05,0.9993751646859091,9.363209687217309e-06,0.9999999941458233,1.2e-05,0.9999879941458936
10601284,K00749.02,2,CANDIDATE,0.98,3.94105221,22.749151,1.7,0.11,-0.16,0.017105000000000002,0.0007030000000000001,-0.000557,0.88,0.049,-0.046,5190,1.6473626164107729,0.11400892391573071,-0.10145433000085056,1230,10601284,3.941,2.6e-06,0.999125402055577,0.0029682187384512783,0.9999973939943559,2.6e-06,0.9999947940011316
10601284,K00749.03,3,CANDIDATE,0.971,8.10904807,9.776852,1.3,0.09,-0.12,0.013127000000000002,0.0008699999999999999,-0.000503,0.88,0.049,-0.046,5190,1.2642460722376039,0.10943524637902494,-0.08193938481982145,1231,10601284,8.109,0.0014,0.9313032876955393,0.05801723948645482,0.9954568306785376,0.0014,0.9940631911155877
10910878,K00757.01,1,CANDIDATE,1.0,16.06864674,137.44981,5.76,0.22,-0.49,0.062161,0.000913,-0.0004280000000000001,0.7190000000000001,0.040999999999999995,-0.038,5028,4.891368005332873,0.2880273857048675,-0.2606991521139419,1310,10910878,16.069,2.4e-05,0.999375167613531,2.4907052349625657e-14,1.0,2.4e-05,0.999976
10910878,K00757.02,2,CANDIDATE,0.992,41.19725502,37.877567,3.86,0.15,-0.33,0.041693,0.00118,-0.0006129999999999999,0.7190000000000001,0.040999999999999995,-0.038,5028,3.280767784404103,0.20885651091448834,-0.17997686491255271,1311,10910878,41.197,0.00075,0.9993749339558907,0.00026311763953358483,0.9999998353879193,0.00075,0.9992498355113782
10910878,K00757.03,3,CANDIDATE,1.0,6.2529622489999985,35.96252,2.65,0.1,-0.23,0.028604,0.001027,-0.000484,0.7190000000000001,0.040999999999999995,-0.038,5028,2.250811448087088,0.15167193050859518,-0.12490600046242076,1312,10910878,6.253,0.00041,0.9993744398446199,0.00016146564045483423,0.9999998989139818,0.00041,0.999589898955427
10987985,K00758.01,1,CANDIDATE,1.0,16.01308419,31.066507,3.1,0.34,-0.31,0.034369,0.003169,-0.004367,0.6940000000000001,0.054000000000000006,-0.049,5015,2.6104165980052856,0.31494393175804597,-0.3794533890427848,1313,10987985,16.013,7.4e-05,0.9993693745174993,0.0006283230862607043,0.9999996032641377,7.4e-05,0.9999256032934961
11018648,K00759.01,1,CANDIDATE,1.0,32.62876672,61.372303,3.36,0.76,-0.33,0.03852,0.000971,-0.000365,0.785,0.038,-0.036000000000000004,5586,3.309324776617166,0.18061539375292412,-0.15497094299542233,1314,11018648,32.629,2.9e-06,0.999375167605476,1.0589741935309681e-06,0.9999999993379042,2.9e-06,0.999997099337906
11018648,K00759.02,2,CANDIDATE,0.978,91.7732862,14.678595,2.12,0.48,-0.21,0.02432,0.007051000000000002,-0.001216,0.785,0.038,-0.036000000000000004,5586,2.0893763906367986,0.6141500671791066,-0.1417565727766684,1315,11018648,91.773,0.03,0.9952076580534976,0.15561875288031118,0.9991125223178595,0.03,0.9691391466483237
11138155,K00760.01,1,CANDIDATE,1.0,4.959319244,670.4895,12.21,1.96,-1.46,0.103379,0.001245,-7.4e-05,1.046,0.063,-0.059000000000000004,5714,11.834433320821796,0.7268906552914118,-0.6675791476343044,1316,11138155,4.959,0.071,0.999375167613531,1.398483824485247e-66,1.0,0.071,0.929
5531576,K00837.01,1,CANDIDATE,1.0,7.953547,31.887648,2.25,0.07,-0.14,0.026448000000000003,0.000736,-0.000874,0.76,0.039,-0.037000000000000005,4756,2.199833868613139,0.12841676890354947,-0.12943903520625463,1009,5531576,7.954,9.3e-05,0.9993708506400434,0.0004225376062573673,0.9999997338809322,9.3e-05,0.9999067339056813
5531576,K00837.02,2,CANDIDATE,1.0,4.14451656,18.548983,1.48,0.05,-0.09,0.017440999999999998,0.000954,-0.000583,0.76,0.039,-0.037000000000000005,4756,1.4506693323684872,0.10880269373042799,-0.08566955355201598,1010,5531576,4.145,0.00034,0.9977919107395735,0.00764648594741026,0.9999829481254251,0.00034,0.9996429539230625
8226994,K00906.01,1,CANDIDATE,1.0,7.15681552,38.487896,2.47,0.1,-0.2,0.026979000000000003,0.004494,-0.00075,0.76,0.038,-0.036000000000000004,5035,2.2440002246413293,0.3902683371490782,-0.12324800058999202,723,8226994,7.157,3.5e-06,0.9993749300975254,9.364711015994755e-05,0.9999999414219124,3.5e-06,0.9999964414221174
8226994,K00906.02,2,CANDIDATE,1.0,17.64830851,19.097145,2.43,0.1,-0.19,0.026581,0.005396,-0.001882,0.76,0.038,-0.036000000000000004,5035,2.2108962515731188,0.46222999460832115,-0.18833870642916323,724,8226994,17.648,0.01,0.9982639896260075,0.009623087475525125,0.9999831025629567,0.01,0.9899832715373271
8226994,K00906.03,3,CANDIDATE,0.9570000000000001,4.14810719,10.764539,1.08,0.04,-0.09,0.011755,0.000754,-0.000646,0.76,0.038,-0.036000000000000004,5035,0.9777316668764158,0.07951738378101625,-0.0709368177918056,725,8226994,4.148,0.00024,0.9527768699925878,0.042550069539895735,0.9977973384739336,0.00024,0.9975578671126998
8260218,K01066.01,1,CANDIDATE,1.0,5.714817602999999,529.8256,9.29,2.47,-0.99,0.101045,0.000109,-0.000195,1.235,0.153,-0.133,5695,13.657312331283036,1.6920226712756292,-1.4710236140599136,1512,8260218,5.715,0.00033,0.999375167613531,8.113714582227316e-53,1.0,0.00033,0.99967
8222813,K01069.01,1,CANDIDATE,1.0,8.70420525,60.56746,2.86,0.13,-0.24,0.030316000000000006,0.003569,-0.00099,0.862,0.042,-0.039,5073,2.8599775224012083,0.3643927163931314,-0.1595806196732046,1515,8222813,8.704,1.2e-05,0.9993751675995014,6.763218459156946e-07,0.9999999995771477,1.2e-05,0.9999879995771528
8222813,K01069.02,2,CANDIDATE,1.0,2.46697039,24.837725,1.56,0.07,-0.13,0.016558,0.003196,-0.000833,0.862,0.042,-0.039,5073,1.562063194877926,0.31096497012869273,-0.10568925573298413,1516,8222813,2.467,0.00014,0.9992743602585941,0.0017862355736560757,0.9999987005741688,0.00014,0.9998587007560884
10925104,K00156.01,2,CANDIDATE,0.68,8.041347775,59.488434,1.29,0.08,-0.07,0.02196,0.000346,-0.000425,0.715,0.03,-0.028999999999999998,3980,1.718390381953184,0.07701622287720487,-0.07722479910056312,334,10925104,8.041,0.00011,0.9993751675908409,8.474047921114704e-07,0.9999999994701825,0.00011,0.9998899994702407
10925104,K00156.02,3,CANDIDATE,0.992,5.188563677,42.199,1.0,0.07,-0.06,0.017039,0.000381,-0.000301,0.715,0.03,-0.028999999999999998,3980,1.3333175645765163,0.06339175284448834,-0.05898529725972686,335,10925104,5.189,9.9e-05,0.9993751205098423,3.8559406818888216e-05,0.9999999758890219,9.9e-05,0.9999009758914089
10925104,K00156.03,1,CANDIDATE,1.0,11.776132317,137.93265,2.08,0.13,-0.12,0.035355000000000004,0.00234,-0.001145,0.715,0.03,-0.028999999999999998,3980,2.766561564387742,0.21680103353344699,-0.14359249644392727,336,10925104,11.776,1.3e-05,0.999375167613531,1.995483835445248e-14,1.0,1.3e-05,0.999987
8972058,K00159.01,1,CANDIDATE,1.0,8.99088621,72.13723,2.78,0.46,-0.39,0.021706,5.2e-05,-0.0017170000000000002,1.147,0.05,-0.048,5881,2.724750068808205,0.11895647754619669,-0.2438383995043853,366,8972058,8.991,2.5e-06,0.9993751676134452,5.0358329483676045e-08,0.9999999999685149,2.5e-06,0.999997499968515
8972058,K00159.02,2,CANDIDATE,1.0,2.403640701,15.105959,1.24,0.2,-0.17,0.009671,0.000943,-0.001849,1.147,0.05,-0.048,5881,1.2139987982790084,0.129665491197983,-0.23759961948891986,367,8972058,2.404,0.0066,0.9920986265782861,0.015726602188342036,0.9998727473331873,0.0066,0.9932735872007882
4076098,K01323.01,1,CANDIDATE,1.0,3.990105908,246.02412,7.45,2.18,-0.73,0.074711,0.003166,-0.002293,1.1,0.10300000000000001,-0.09300000000000001,5926,8.994161680405236,0.9244119963531174,-0.8089701259029654,1452,4076098,3.99,0.00012,0.999375167613531,4.377780734024624e-25,1.0,0.00012,0.99988
4282872,K01325.01,1,CANDIDATE,1.0,10.035381809,139.00804,4.42,1.13,-0.38,0.048571,0.00075,-0.000314,0.873,0.073,-0.066,5813,4.640606503759754,0.39460681143947424,-0.35211657998644513,1454,4282872,10.035,9.2e-05,0.999375167613531,1.4962194674879346e-14,1.0,9.2e-05,0.999908
4274548,K01331.01,1,CANDIDATE,0.9990000000000001,6.80082032,21.30607,1.88,0.23,-0.12,0.025016,0.009148,-0.001442,0.736,0.057,-0.051,4805,2.0150189660206395,0.7532076506340636,-0.18162368813377702,1495,4274548,6.801,0.019,0.998914862949457,0.004422306339926167,0.9999951746392968,0.019,0.9809952663211501
5084942,K00161.01,1,CANDIDATE,1.0,3.105507835,177.66933999999995,2.68,0.17,-0.1,0.030988,5e-05,-0.003153,0.7829999999999999,0.033,-0.031,4989,2.655453892335766,0.11199766931693947,-0.28992333052123354,369,5084942,3.106,4e-07,0.999375167613531,2.0666582308699774e-18,1.0,4e-07,0.9999996
4455231,K01332.01,1,CANDIDATE,1.0,19.30581662,30.262682,4.0,0.62,-0.93,0.024067,0.0008230000000000001,-0.00035,1.07,0.057999999999999996,-0.055,5665,2.8183127883526304,0.18062786599988187,-0.1505528681784751,1496,4455231,19.306,0.0026,0.999367138409263,0.0008209813191819501,0.9999994796762577,0.0026,0.9973994810290994
4455231,K01332.02,3,CANDIDATE,0.9990000000000001,6.09747233,13.949024,2.22,0.34,-0.52,0.013336,0.000669,-0.000588,1.07,0.057999999999999996,-0.055,5665,1.5616827749811226,0.11534030973516164,-0.10575930288060029,1497,4455231,6.097,0.00037,0.9876847766575398,0.022336170828322916,0.9997151323669391,0.00037,0.9993452377679634
4455231,K01332.03,2,CANDIDATE,0.991,56.637918000000006,17.116478,3.68,0.57,-0.85,0.022163,0.000785,-0.001002,1.07,0.057999999999999996,-0.055,5665,2.595349080826831,0.1680532371591066,-0.1776656291989102,1498,4455231,56.638,0.014,0.9974591037103265,0.04060455726549696,0.9998921875366963,0.014,0.9858936969111826
4243911,K01337.01,1,CANDIDATE,1.0,1.922799706,24.998684,1.28,0.11,-0.05,0.014398,0.0006519999999999999,-0.000412,0.8,0.036000000000000004,-0.034,5191,1.2605950918701232,0.08047738927197798,-0.06458717866504479,1540,4243911,1.923,5.3e-05,0.9992808290516751,0.0016983170515688201,0.999998775661387,5.3e-05,0.999945775726277
4466677,K01338.01,1,CANDIDATE,1.0,3.222975318,26.349789,1.47,0.4,-0.21,0.014062,0.000409,-0.000413,0.986,0.046,-0.044000000000000004,5823,1.5174258010948907,0.08342366155347489,-0.0810646438271494,1541,4466677,3.223,0.00015,0.9993236968750777,0.0012969913137963283,0.9999991211071781,0.00015,0.999849121239012
4466677,K01338.02,2,CANDIDATE,0.9990000000000001,42.0370662,12.082628,1.66,0.45,-0.24,0.015824,0.003748,-0.00108,0.986,0.046,-0.044000000000000004,5823,1.7075626423357664,0.4122163765990212,-0.13924264059753377,1542,4466677,42.037,0.0018,0.979850312258523,0.08211054685929198,0.9981604264784758,0.0018,0.9963637377108145
4466677,K01338.03,3,CANDIDATE,0.754,21.0112068,7.701652,1.4,0.38,-0.2,0.013379,0.003282,-0.002024,0.986,0.046,-0.044000000000000004,5823,1.443723495437956,0.36050738527173004,-0.22771308889923514,1543,4466677,21.011,0.02,0.8588474757634008,0.12113747499006598,0.9773467678314035,0.02,0.9577998324747754
10340423,K00736.01,1,CANDIDATE,1.0,18.79418506,33.832794,2.33,0.11,-0.11,0.035431,0.0005809999999999999,-0.001203,0.725,0.037000000000000005,-0.035,4126,2.811284979470803,0.15069680962582344,-0.16592266448685203,1179,10340423,18.794,0.00011,0.9993734938104972,0.00036272881834966666,0.9999997725231738,0.00011,0.9998897725481962
10340423,K00736.02,2,CANDIDATE,1.0,6.73893544,19.473684,1.44,0.06,-0.07,0.021833,0.001046,-0.000785,0.725,0.037000000000000005,-0.035,4126,1.7323469548357664,0.12126184931423269,-0.10427667795022104,1180,10340423,6.739,0.0023,0.9983436164483149,0.006654752283561697,0.9999888849213682,0.0023,0.997688910486049
10526549,K00746.01,1,CANDIDATE,1.0,9.27358173,71.48005,2.47,0.2,-0.24,0.032563,0.003061,-0.00063,0.716,0.054000000000000006,-0.049,4856,2.5516487282280393,0.3075184023000368,-0.18146803335437836,1226,10526549,9.274,2.2e-06,0.9993751676134167,5.8825428074130844e-08,0.999999999963221,2.2e-06,0.9999977999632211
10583066,K00747.01,1,CANDIDATE,1.0,6.02930329,52.36939,2.85,0.26,-0.15,0.038838,0.001021,-0.001203,0.638,0.05,-0.045,4537,2.7118208266423354,0.22416340045442898,-0.20890406665356606,1227,10583066,6.029,0.00016,0.9993751670829263,3.992408967575771e-06,0.9999999975038418,0.00016,0.9998399975042411
8395660,K00116.01,1,CANDIDATE,1.0,13.57078281,76.76886999999998,2.64,0.4,-0.27,0.023908,0.000413,-0.002627,1.0490000000000002,0.046,-0.044000000000000004,5854,2.7447461905990433,0.12936305107022236,-0.3228184613238006,104,8395660,13.571,0.0035,0.9993751676135203,2.002195973091034e-08,0.9999999999874818,0.0035,0.9964999999875257
8395660,K00116.02,2,CANDIDATE,0.998,43.84439721,65.59482,2.87,0.43,-0.3,0.025934,2.7e-05,-0.003042,1.0490000000000002,0.046,-0.044000000000000004,5854,2.9773401249370752,0.13059698729293368,-0.3708924847810194,105,8395660,43.844,0.00035,0.999375167612389,5.497524933342519e-07,0.9999999996562818,0.00035,0.9996499996564022
8395660,K00116.03,3,CANDIDATE,0.95,6.1648760000000005,11.552998,0.79,0.13,-0.08,0.007192000000000001,0.002592,-0.000407,1.0490000000000002,0.046,-0.044000000000000004,5854,0.8256740255474456,0.29976790686089283,-0.058160873451839595,106,8395660,6.165,0.21,0.9665313330131928,0.03776184593468723,0.9986410824091598,0.21,0.7889264551032363
8395660,K00116.04,4,CANDIDATE,0.9520000000000001,23.9800854,10.87813,1.31,0.2,-0.13,0.011879,0.000305,-0.002656,1.0490000000000002,0.046,-0.044000000000000004,5854,1.3637627571576898,0.06929967993243816,-0.310239939413282,107,8395660,23.98,0.0015,0.9614920568582067,0.06800606800419384,0.9970776030781866,0.0015,0.9955819866735693
11391957,K00765.01,1,CANDIDATE,1.0,8.35389523,36.34974,2.52,0.54,-0.24,0.029305,0.000955,-0.000532,0.722,0.055999999999999994,-0.051,5592,2.315593804587214,0.19481165892509789,-0.1688823162437016,664,11391957,8.354,0.0003,0.9993745646530889,0.00015639733882561913,0.9999999021070498,0.0003,0.9996999021364177
